amount,time_of_day,receiver_age_days,receiver_report_count,location_risk,device_trust_score,is_fraud
2190.17,23,195,0,0.269,0.632,0
3617.77,4,543,1,0.632,0.504,1
1252.1,14,79,0,0.18,0.939,0
4353.14,21,29,0,0.436,0.74,0
4812.29,3,269,1,0.44,0.602,1
4142.45,6,58,0,0.389,0.482,0
2188.14,11,258,1,0.079,0.671,1
10391.42,11,65,0,0.418,0.924,0
3368.18,17,24,0,0.184,0.316,0
1259.09,0,1764,1,0.226,0.433,0
5135.65,21,151,1,0.099,0.932,0
6468.9,3,272,0,0.009,0.797,0
1282.57,0,99,0,0.168,0.629,0
2712.94,9,477,1,0.154,0.483,0
870.08,22,351,0,0.144,0.681,1
7502.29,1,354,0,0.208,0.943,0
3076.86,11,320,0,0.078,0.791,0
1597.01,19,175,1,0.293,0.934,0
6525.8,5,132,0,0.076,0.619,1
3299.1,21,211,0,0.28,0.838,0
5928.09,11,64,1,0.643,0.826,0
4551.97,22,155,0,0.38,0.426,1
1409.83,23,228,0,0.224,0.842,0
2127.15,2,19,0,0.449,0.397,0
1636.45,16,282,0,0.189,0.775,0
1179.21,13,128,1,0.089,0.806,0
650.07,11,601,1,0.52,0.581,1
11757.64,15,597,1,0.105,0.941,0
4087.36,21,371,0,0.552,0.726,1
4531.58,15,110,0,0.406,0.692,0
7023.01,21,255,1,0.277,0.746,0
2109.34,13,50,0,0.158,0.81,0
937.06,9,68,0,0.314,0.922,0
5574.42,6,172,0,0.231,0.478,1
1096.14,14,269,1,0.361,0.762,0
5483.18,1,115,3,0.213,0.627,0
795.66,21,311,0,0.376,0.933,0
1020.4,14,203,0,0.375,0.601,0
1936.94,18,76,0,0.286,0.962,0
5341.0,22,66,0,0.285,0.698,0
9503.4,20,311,0,0.376,0.969,0
4526.39,7,71,1,0.065,0.585,0
2002.25,20,48,0,0.191,0.839,0
6279.9,18,261,0,0.321,0.797,0
770.43,16,13,0,0.251,0.665,0
1480.18,0,48,0,0.58,0.903,1
3543.04,3,377,1,0.192,0.768,0
5701.56,2,156,0,0.251,0.532,0
2823.06,6,157,0,0.55,0.416,0
2589.45,12,390,0,0.339,0.613,0
2712.15,13,335,1,0.134,0.357,0
6980.68,7,308,1,0.43,0.383,0
1732.62,9,88,1,0.117,0.849,0
1391.06,22,44,2,0.365,0.785,0
2678.29,23,158,1,0.404,0.745,0
7641.26,23,162,1,0.126,0.897,0
1909.01,10,9,0,0.147,0.48,0
2705.38,17,109,1,0.525,0.884,0
757.01,3,154,0,0.31,0.576,0
2795.72,21,133,0,0.509,0.664,0
3943.72,1,812,0,0.265,0.954,0
1097.78,13,48,1,0.106,0.687,0
6989.5,8,34,1,0.252,0.797,0
3906.35,17,428,0,0.2,0.873,0
2167.24,11,550,3,0.501,0.589,0
3927.91,21,394,1,0.56,0.795,0
4718.26,0,460,0,0.208,0.932,1
551.42,17,138,0,0.246,0.845,0
4039.48,23,435,0,0.142,0.719,0
7461.28,11,138,0,0.271,0.553,1
1711.39,5,98,0,0.161,0.848,0
2205.83,1,40,1,0.082,0.736,1
2514.86,14,288,0,0.163,0.716,0
5745.9,7,179,0,0.219,0.495,0
1285.57,0,91,2,0.371,0.596,0
4564.45,20,6,0,0.16,0.877,0
2552.92,9,222,0,0.133,0.579,0
9797.48,1,242,0,0.364,0.641,0
2672.95,15,16,0,0.2,0.8,0
268.07,4,170,0,0.316,0.963,0
5182.49,12,97,1,0.278,0.702,0
4399.77,5,214,1,0.448,0.826,1
3784.99,12,87,0,0.198,0.817,0
7324.92,9,260,0,0.095,0.744,0
645.73,14,28,1,0.351,0.668,0
1500.2,21,62,1,0.204,0.901,0
3215.31,5,215,2,0.347,0.607,0
3636.71,10,334,0,0.064,0.584,0
2865.87,16,291,0,0.386,0.916,0
769.18,0,119,0,0.381,0.963,0
2223.67,9,72,0,0.263,0.921,1
9349.29,20,109,1,0.262,0.751,0
1228.45,13,118,0,0.375,0.86,0
3161.14,1,25,0,0.051,0.859,0
4576.62,8,47,0,0.266,0.771,0
5631.13,17,49,0,0.315,0.79,0
5165.06,20,63,1,0.27,0.666,0
2091.84,17,139,0,0.203,0.64,0
1494.41,7,56,0,0.253,0.545,0
9848.77,16,428,1,0.072,0.636,0
6015.4,3,494,0,0.206,0.362,0
3393.58,15,862,1,0.085,0.829,0
8179.96,0,36,0,0.07,0.613,0
942.78,22,258,2,0.097,0.764,0
279.42,6,425,0,0.035,0.412,0
3606.03,1,13,1,0.459,0.578,1
3733.99,23,345,1,0.162,0.654,0
856.18,6,178,0,0.698,0.39,0
5866.83,7,72,0,0.392,0.65,0
445.54,2,176,1,0.19,0.82,1
4204.02,7,154,0,0.664,0.815,0
4912.18,18,284,0,0.347,0.933,0
3574.11,12,45,2,0.427,0.508,0
736.54,16,47,0,0.251,0.496,0
7272.71,3,18,0,0.147,0.601,0
2150.28,1,176,0,0.197,0.943,0
2155.99,4,259,2,0.104,0.769,0
1816.63,9,137,0,0.515,0.76,1
5290.04,4,159,0,0.276,0.727,0
2066.98,8,72,0,0.368,0.791,0
1121.69,7,120,1,0.511,0.796,0
6341.37,2,400,2,0.189,0.87,0
3103.66,12,393,1,0.108,0.483,0
6492.93,14,352,1,0.159,0.818,0
3281.71,0,26,0,0.346,0.744,0
1712.29,9,724,3,0.427,0.598,0
530.62,15,17,1,0.175,0.615,0
3617.47,9,700,1,0.338,0.895,0
2519.23,10,234,2,0.336,0.911,0
5443.75,5,457,1,0.409,0.855,0
1987.9,15,255,0,0.303,0.676,0
4296.11,16,308,1,0.267,0.887,0
3180.71,7,487,1,0.173,0.864,0
1584.11,20,509,1,0.381,0.908,0
2122.5,10,61,2,0.355,0.763,1
921.73,8,1597,0,0.156,0.686,0
10300.19,18,174,0,0.227,0.503,0
4229.61,13,483,0,0.243,0.897,0
860.48,23,75,0,0.42,0.914,0
9955.85,7,93,0,0.321,0.744,1
1212.74,0,57,0,0.098,0.636,0
1959.37,1,439,0,0.149,0.638,0
2666.91,17,224,0,0.147,0.872,0
3239.75,22,11,1,0.32,0.324,0
5343.1,13,76,1,0.185,0.784,0
397.08,20,22,0,0.449,0.526,1
3278.78,21,102,1,0.333,0.433,0
2559.01,19,400,1,0.3,0.81,0
3665.93,11,109,1,0.213,0.829,0
2459.25,12,9,1,0.03,0.636,1
2201.45,19,79,1,0.113,0.527,0
2913.73,5,253,1,0.203,0.766,0
9596.91,12,130,0,0.088,0.756,0
2236.65,15,271,0,0.343,0.839,0
7052.23,18,273,1,0.308,0.519,0
3551.65,21,331,1,0.117,0.627,1
3429.21,22,321,0,0.212,0.815,0
3691.89,22,224,0,0.304,0.377,0
4566.14,14,176,0,0.18,0.642,0
2380.71,4,18,2,0.399,0.821,0
6728.14,18,42,1,0.365,0.712,0
4574.17,18,389,1,0.14,0.472,0
1005.33,5,360,0,0.519,0.739,0
271.38,3,153,1,0.358,0.471,0
9403.47,1,327,0,0.361,0.776,0
3778.9,6,67,0,0.332,0.903,0
886.84,19,5,0,0.288,0.832,0
2234.07,3,96,0,0.527,0.754,0
6013.42,10,382,0,0.101,0.789,0
2780.66,19,10,0,0.052,0.815,0
2980.55,16,22,0,0.168,0.935,0
5265.52,4,89,0,0.11,0.858,0
4047.11,10,86,1,0.167,0.518,0
4813.26,14,150,0,0.029,0.85,1
5226.86,11,145,1,0.581,0.397,0
1754.46,7,8,0,0.356,0.776,1
1900.39,17,157,2,0.239,0.875,1
1575.11,16,25,0,0.158,0.826,0
1990.37,8,244,1,0.207,0.371,0
2891.6,15,569,0,0.33,0.86,0
3057.29,15,1122,0,0.114,0.597,0
8014.29,15,117,0,0.487,0.535,0
3906.91,2,209,0,0.07,0.504,0
2936.05,2,153,1,0.434,0.975,0
1283.1,23,39,2,0.145,0.488,0
2500.98,12,129,2,0.21,0.913,0
9873.59,11,572,4,0.213,0.782,0
9771.35,23,146,0,0.39,0.774,0
2476.42,8,325,0,0.595,0.623,1
612.47,10,174,0,0.479,0.613,0
2217.62,19,134,0,0.34,0.787,0
8072.58,9,14,0,0.327,0.854,1
2907.18,11,569,0,0.63,0.719,0
5269.28,2,29,1,0.085,0.991,1
3171.87,12,260,0,0.31,0.858,1
815.26,2,71,1,0.265,0.906,0
3258.46,11,75,0,0.527,0.785,0
5761.93,16,145,0,0.232,0.978,0
1966.89,16,125,1,0.153,0.798,0
5657.93,14,18,2,0.121,0.685,0
3415.31,19,36,0,0.257,0.985,0
5451.42,17,521,2,0.141,0.802,1
4089.42,4,111,1,0.319,0.427,1
1363.18,5,97,0,0.033,0.793,1
2521.55,17,143,0,0.206,0.983,0
2456.79,16,52,1,0.256,0.976,0
1888.69,2,19,0,0.31,0.978,0
3857.98,5,455,2,0.093,0.74,0
11040.87,0,29,0,0.483,0.687,0
6734.06,13,200,0,0.17,0.411,0
7347.86,11,240,1,0.085,0.901,0
1791.71,19,2,0,0.168,0.647,0
7429.66,23,266,0,0.238,0.578,0
9101.85,8,821,2,0.344,0.507,0
1741.16,6,377,0,0.079,0.697,0
4422.17,22,101,0,0.55,0.739,0
4506.2,15,3,2,0.267,0.669,0
2668.79,3,481,2,0.203,0.659,0
3634.77,6,356,0,0.289,0.754,0
4664.45,1,561,1,0.035,0.49,0
2811.04,7,831,1,0.217,0.86,1
6518.77,1,52,0,0.132,0.933,0
1010.83,3,64,0,0.089,0.759,0
2448.28,16,98,0,0.364,0.882,0
5342.68,16,18,0,0.208,0.463,0
10291.12,6,661,1,0.221,0.779,0
6798.42,11,274,0,0.307,0.615,0
3579.7,11,9,0,0.156,0.593,0
2917.19,9,229,0,0.435,0.7,0
2560.44,11,29,1,0.033,0.681,1
2572.65,16,307,1,0.027,0.816,0
526.52,4,215,0,0.122,0.585,0
10016.56,16,162,0,0.412,0.805,0
3087.81,22,82,0,0.142,0.701,0
1647.39,5,241,0,0.518,0.607,0
4372.98,17,68,1,0.249,0.733,0
1763.65,23,4,0,0.208,0.566,0
6102.03,20,494,1,0.158,0.817,1
1693.48,10,24,0,0.033,0.457,0
5512.43,12,304,0,0.138,0.756,0
2530.79,21,93,1,0.708,0.418,0
3967.82,19,122,0,0.362,0.785,0
5804.02,18,58,0,0.145,0.286,0
2087.27,23,30,0,0.095,0.925,0
5707.77,22,10,0,0.175,0.825,1
554.5,22,3,0,0.102,0.554,0
8643.06,1,174,1,0.203,0.449,0
6391.71,12,453,0,0.339,0.467,0
3006.58,2,52,0,0.31,0.884,0
7177.46,0,16,0,0.3,0.476,0
6681.45,4,151,0,0.591,0.463,1
3220.1,22,138,1,0.38,0.801,0
3193.89,18,264,1,0.351,0.542,1
1473.87,23,44,0,0.215,0.828,0
3352.38,18,396,2,0.385,0.913,1
787.68,7,14,0,0.441,0.833,1
5465.23,13,147,2,0.194,0.848,0
5547.01,16,207,0,0.396,0.439,0
564.47,3,54,0,0.308,0.571,0
8099.75,20,11,0,0.227,0.725,1
1936.88,15,19,0,0.31,0.892,0
17236.29,21,424,1,0.155,0.967,1
3818.96,22,0,0,0.529,0.509,1
8152.42,4,63,0,0.16,0.922,0
1431.18,12,775,0,0.166,0.822,0
2526.36,23,95,0,0.226,0.72,0
2078.49,7,26,0,0.336,0.776,0
772.49,22,12,0,0.286,0.759,1
1014.12,12,554,1,0.213,0.834,0
2917.49,10,424,2,0.193,0.626,1
4265.06,18,18,0,0.611,0.951,0
1294.73,13,177,1,0.181,0.905,0
2403.74,22,194,0,0.534,0.888,0
1755.76,21,241,0,0.227,0.886,0
3069.59,0,30,0,0.152,0.833,0
5179.1,5,39,0,0.277,0.786,0
3486.33,0,561,0,0.308,0.926,0
2004.64,14,201,0,0.19,0.786,1
6532.55,10,87,2,0.121,0.88,1
4165.88,23,384,0,0.232,0.366,0
3563.09,5,150,2,0.478,0.879,0
1309.92,21,23,0,0.225,0.583,1
6070.83,22,287,0,0.128,0.9,0
4470.34,9,369,2,0.52,0.732,0
4637.05,4,10,1,0.243,0.658,0
2702.13,18,25,1,0.146,0.681,0
2333.89,17,51,0,0.227,0.722,0
10050.19,14,31,2,0.621,0.763,0
2305.32,7,245,0,0.308,0.659,1
1077.69,21,19,0,0.375,0.692,0
3696.57,1,20,1,0.133,0.51,1
3199.6,20,1118,0,0.162,0.3,0
6733.17,22,157,0,0.342,0.921,0
2865.39,2,98,0,0.132,0.81,0
5064.12,23,83,0,0.46,0.649,0
8469.92,5,123,0,0.289,0.565,1
4285.51,17,61,1,0.426,0.673,0
1371.21,22,531,1,0.472,0.652,0
4372.77,20,545,0,0.204,0.798,0
2437.17,6,665,0,0.338,0.757,1
3883.37,22,489,1,0.126,0.773,1
3217.85,15,542,0,0.586,0.561,1
1055.59,2,118,0,0.267,0.893,0
2852.94,1,65,0,0.223,0.518,0
1301.45,10,88,0,0.159,0.849,0
2165.48,19,287,1,0.25,0.86,0
6057.23,23,29,1,0.136,0.535,0
3409.9,2,1,0,0.508,0.89,0
4853.16,9,247,3,0.371,0.56,0
3617.88,1,144,0,0.385,0.579,0
2575.99,18,269,1,0.77,0.807,0
3891.37,0,201,0,0.334,0.932,0
653.22,5,34,0,0.194,0.679,0
5478.39,4,211,0,0.166,0.631,0
1607.05,3,736,1,0.031,0.47,1
4642.11,6,177,0,0.32,0.475,1
2496.1,2,46,0,0.734,0.504,0
1056.26,13,40,0,0.054,0.8,0
1859.93,15,41,0,0.108,0.599,0
4659.06,5,243,0,0.296,0.68,0
12215.96,17,338,1,0.297,0.692,0
3064.69,17,34,1,0.247,0.545,0
11283.46,10,794,0,0.27,0.78,1
651.34,14,218,1,0.746,0.711,0
2650.65,13,94,1,0.356,0.707,0
3066.59,21,72,0,0.155,0.683,1
4831.57,13,276,0,0.233,0.744,0
1922.09,18,148,0,0.444,0.809,0
4155.21,18,88,0,0.179,0.916,0
2755.28,6,26,1,0.439,0.836,1
7390.25,0,188,0,0.363,0.397,0
3699.02,5,134,0,0.442,0.914,0
16316.59,13,252,2,0.19,0.804,0
2772.53,1,816,1,0.327,0.881,0
7070.26,22,120,0,0.238,0.7,0
8614.57,1,715,1,0.262,0.788,0
170.5,18,8,0,0.382,0.379,0
5430.26,21,172,0,0.232,0.831,1
2694.32,10,351,2,0.62,0.69,0
1203.93,17,46,0,0.094,0.576,0
7477.19,8,145,1,0.524,0.727,1
2017.48,4,341,0,0.081,0.62,0
609.72,21,137,1,0.1,0.633,0
3765.4,11,176,0,0.285,0.619,0
8232.29,22,13,0,0.174,0.522,1
1219.23,2,407,0,0.258,0.808,1
5932.57,19,2,1,0.289,0.967,1
437.54,23,143,1,0.223,0.912,0
8626.58,14,129,0,0.117,0.67,1
4346.82,4,18,1,0.268,0.429,0
1100.04,13,52,0,0.37,0.71,0
5563.0,21,259,1,0.169,0.663,1
2114.52,14,454,0,0.178,0.945,0
1475.31,18,37,0,0.181,0.938,0
2076.24,9,642,0,0.547,0.958,0
5177.51,9,39,2,0.217,0.586,0
1391.28,9,191,0,0.082,0.641,0
257.47,6,211,0,0.219,0.885,0
2166.64,23,224,0,0.598,0.814,0
7684.8,21,285,0,0.176,0.827,1
7615.73,4,162,1,0.222,0.607,0
2073.77,23,6,0,0.43,0.675,0
2012.08,13,151,0,0.363,0.693,0
1908.22,17,358,0,0.342,0.744,0
1836.88,15,172,0,0.142,0.887,0
1946.92,14,34,3,0.27,0.543,0
3900.67,0,46,0,0.341,0.759,0
7810.11,3,137,1,0.048,0.482,0
1389.16,14,26,0,0.185,0.748,0
1636.89,18,28,0,0.334,0.721,1
4233.63,20,171,1,0.258,0.901,1
5387.94,23,611,0,0.098,0.804,0
787.46,16,56,0,0.027,0.669,0
9783.74,1,126,1,0.316,0.66,0
2507.18,21,78,1,0.374,0.749,0
868.74,0,265,1,0.358,0.692,0
747.2,12,153,0,0.811,0.736,0
699.78,15,182,0,0.261,0.509,0
6978.16,22,152,0,0.487,0.573,1
3431.21,4,334,0,0.428,0.774,0
7021.73,14,40,0,0.548,0.849,0
2956.15,6,381,1,0.137,0.514,0
6888.25,11,25,0,0.138,0.752,0
2898.93,19,185,1,0.181,0.884,0
4817.07,21,137,2,0.1,0.58,0
3114.45,17,98,0,0.168,0.934,0
2762.81,13,150,0,0.558,0.412,0
1517.6,2,60,3,0.103,0.836,1
5294.59,14,103,0,0.046,0.595,0
1224.71,11,7,1,0.247,0.855,1
5288.38,16,1194,0,0.406,0.7,0
3549.54,5,19,1,0.146,0.702,0
5388.28,8,353,0,0.095,0.38,0
3782.42,10,88,0,0.289,0.872,0
7406.97,12,266,0,0.067,0.893,0
4486.77,0,84,2,0.194,0.739,0
3606.19,5,592,0,0.331,0.901,0
217.38,12,32,0,0.425,0.561,0
7611.27,6,87,0,0.192,0.781,0
691.2,3,773,0,0.453,0.914,0
953.76,4,37,0,0.29,0.752,0
5748.13,1,160,0,0.385,0.894,0
3336.2,21,6,0,0.255,0.786,0
724.43,3,432,0,0.262,0.978,0
2009.67,13,59,0,0.095,0.371,0
7340.9,16,106,0,0.236,0.766,0
3698.61,9,100,0,0.174,0.709,0
3399.31,16,53,0,0.15,0.675,0
1804.36,9,239,1,0.463,0.684,0
5891.11,10,159,0,0.222,0.789,0
3025.4,17,54,1,0.268,0.735,1
5143.81,2,470,0,0.328,0.557,1
1644.72,16,107,0,0.139,0.51,0
12259.44,18,130,0,0.164,0.77,0
8260.38,21,125,0,0.377,0.78,0
3669.09,12,14,1,0.531,0.701,0
4284.29,19,17,0,0.143,0.683,1
2026.09,3,335,1,0.296,0.82,0
5436.32,5,324,0,0.075,0.725,0
291.58,11,271,2,0.161,0.777,0
9683.75,12,330,0,0.168,0.651,0
5214.84,0,60,0,0.238,0.91,0
1362.85,18,563,0,0.087,0.705,0
9526.62,17,9,0,0.313,0.81,1
11571.84,12,158,0,0.358,0.773,1
4454.23,22,163,0,0.038,0.616,0
1669.73,17,117,0,0.073,0.761,0
3440.12,19,251,2,0.367,0.86,0
4923.56,19,77,0,0.441,0.772,1
4188.66,14,82,0,0.191,0.774,0
1363.04,10,17,2,0.418,0.985,0
4860.29,22,1045,1,0.338,0.739,0
7283.06,9,205,1,0.307,0.396,1
1074.53,9,153,0,0.198,0.809,0
1204.9,13,16,0,0.305,0.658,0
1955.25,17,67,0,0.237,0.506,1
2810.41,15,165,0,0.309,0.883,0
5995.74,3,260,0,0.458,0.862,0
7228.5,13,169,0,0.151,0.732,0
1605.47,18,663,0,0.251,0.48,0
3875.74,8,60,1,0.431,0.945,0
7031.81,20,360,0,0.086,0.747,0
12715.71,22,251,1,0.025,0.827,1
3860.7,9,13,0,0.378,0.857,0
4019.79,5,87,2,0.235,0.931,1
4474.04,7,1253,1,0.64,0.402,0
2578.35,12,32,0,0.514,0.941,0
3643.49,6,31,0,0.22,0.993,1
398.19,9,174,0,0.665,0.736,1
2035.6,11,289,0,0.373,0.314,0
4806.4,13,6,0,0.315,0.681,0
1521.83,8,60,0,0.536,0.34,0
6093.22,10,123,1,0.34,0.833,1
592.82,8,230,1,0.496,0.646,0
5931.35,13,78,0,0.272,0.849,0
5920.26,19,150,0,0.301,0.544,1
12864.12,19,106,0,0.183,0.867,0
2495.85,3,148,0,0.65,0.625,0
3338.44,21,227,2,0.517,0.855,0
9064.32,2,237,0,0.252,0.904,1
8303.49,4,44,0,0.326,0.519,0
6721.6,9,95,1,0.244,0.92,0
4294.25,9,65,0,0.492,0.751,0
8901.33,11,87,1,0.214,0.713,0
15866.61,19,87,0,0.338,0.699,0
5128.38,15,8,0,0.227,0.372,0
3462.33,4,353,0,0.592,0.591,0
5568.27,23,108,0,0.074,0.839,0
3820.23,7,461,0,0.257,0.686,0
2677.12,12,213,0,0.301,0.919,0
6111.16,21,506,0,0.686,0.581,0
2207.02,7,524,0,0.383,0.974,1
5054.25,11,7,0,0.195,0.671,1
758.44,23,119,0,0.29,0.761,0
9970.51,21,53,0,0.34,0.89,0
1712.92,18,80,0,0.338,0.74,0
936.27,10,36,1,0.052,0.685,0
8112.7,15,6,1,0.236,0.824,0
9143.86,23,92,3,0.301,0.43,0
4230.37,19,284,0,0.128,0.926,0
3093.74,20,504,0,0.039,0.68,0
2545.26,19,156,1,0.241,0.796,1
4063.25,16,24,0,0.161,0.562,0
3230.27,6,114,0,0.276,0.697,0
2930.64,12,246,0,0.324,0.614,0
1551.97,20,120,1,0.472,0.519,0
1166.97,8,49,0,0.164,0.974,1
3564.33,7,272,0,0.37,0.937,0
3971.98,1,319,1,0.161,0.698,1
1801.8,14,278,0,0.249,0.679,0
2034.22,9,164,2,0.432,0.67,1
3964.93,1,200,1,0.334,0.889,0
1514.79,8,221,0,0.502,0.665,0
6899.61,14,510,0,0.423,0.501,0
4911.65,15,34,0,0.216,0.968,0
1786.97,4,168,0,0.253,0.681,0
4734.55,3,136,0,0.378,0.872,0
1549.18,6,51,1,0.313,0.437,1
5939.38,2,975,0,0.399,0.585,0
1605.64,17,315,1,0.397,0.356,0
3046.42,16,66,0,0.383,0.704,0
3729.58,1,317,0,0.178,0.704,0
9051.56,12,57,1,0.095,0.94,0
1700.89,7,66,1,0.083,0.183,0
1638.91,21,441,0,0.231,0.703,1
811.1,2,466,1,0.117,0.694,0
10860.19,23,337,0,0.273,0.87,1
3424.02,4,1057,0,0.392,0.858,0
7013.67,5,23,0,0.161,0.934,0
2065.35,22,154,0,0.2,0.368,0
2232.81,3,125,0,0.289,0.695,0
3216.15,22,184,0,0.114,0.916,0
3290.74,9,188,0,0.14,0.733,0
5427.27,12,199,0,0.331,0.517,0
3500.39,6,74,0,0.657,0.691,1
2462.6,8,10,0,0.106,0.87,1
10994.6,18,84,0,0.242,0.516,0
1532.62,4,252,1,0.04,0.447,0
1709.26,4,95,0,0.414,0.868,0
1552.69,23,149,0,0.497,0.742,0
5576.07,5,860,1,0.294,0.715,0
4630.59,23,259,1,0.289,0.687,1
2940.52,9,509,0,0.414,0.717,1
1480.47,0,96,1,0.35,0.543,0
3717.54,14,163,0,0.383,0.779,1
6127.95,21,49,0,0.685,0.634,0
9300.58,19,108,1,0.277,0.585,0
1990.14,12,54,0,0.22,0.67,0
2932.41,3,156,1,0.287,0.911,0
4598.28,12,175,1,0.13,0.643,0
2442.17,22,39,1,0.075,0.535,0
954.19,8,402,1,0.074,0.572,0
2944.11,14,44,0,0.547,0.775,0
1083.35,0,113,0,0.458,0.85,0
6493.93,3,36,0,0.469,0.619,0
2605.24,5,42,0,0.05,0.684,0
3178.06,21,134,1,0.235,0.799,0
1749.65,7,187,0,0.195,0.769,0
3274.17,21,15,2,0.425,0.633,1
7844.36,21,28,0,0.485,0.748,0
6984.44,11,83,0,0.295,0.893,0
1254.97,19,17,0,0.361,0.696,0
89.65,11,236,1,0.305,0.594,1
2962.14,23,466,0,0.252,0.724,0
2619.78,18,247,0,0.278,0.597,0
2491.27,3,180,2,0.076,0.732,0
2101.06,18,582,0,0.279,0.725,0
1227.23,12,98,0,0.184,0.851,0
13443.7,13,3,1,0.104,0.67,0
10853.72,0,17,1,0.26,0.748,0
2404.64,3,484,1,0.561,0.988,0
3678.14,4,712,0,0.11,0.798,0
6573.58,9,12,1,0.345,0.675,0
3669.05,10,502,0,0.488,0.448,0
2248.07,4,36,0,0.654,0.654,0
972.14,19,91,1,0.226,0.881,0
3364.99,17,280,2,0.474,0.824,0
1099.9,10,101,1,0.146,0.768,0
7487.77,9,300,1,0.024,0.658,0
3250.69,22,227,0,0.085,0.723,0
4866.81,19,538,1,0.168,0.837,0
2556.56,19,116,0,0.451,0.852,1
5965.88,8,145,1,0.074,0.64,0
1953.95,11,294,1,0.524,0.96,0
4143.17,19,713,0,0.443,0.615,0
2479.96,11,90,0,0.397,0.596,1
2792.86,12,553,0,0.016,0.539,0
6514.95,20,232,0,0.163,0.671,0
1737.66,10,465,1,0.338,0.868,0
4353.29,0,63,0,0.205,0.724,0
8093.53,1,252,0,0.22,0.389,0
6353.1,22,111,0,0.647,0.907,0
2002.71,15,107,1,0.431,0.532,1
4790.89,15,35,0,0.146,0.761,0
593.4,23,68,0,0.275,0.747,0
6666.41,8,318,1,0.269,0.808,0
15836.45,21,195,2,0.043,0.772,0
4175.1,3,56,0,0.543,0.804,0
8363.33,19,332,1,0.522,0.941,0
926.74,3,601,0,0.406,0.814,0
1355.75,2,110,0,0.286,0.751,0
2548.89,17,651,1,0.048,0.465,1
2942.18,11,48,0,0.016,0.912,0
4194.38,6,11,1,0.18,0.713,1
2011.04,12,9,1,0.462,0.608,0
3707.08,13,208,0,0.167,0.87,1
6506.11,19,232,0,0.318,0.646,0
4778.37,21,198,1,0.217,0.903,0
2482.56,3,363,1,0.098,0.863,0
5639.0,16,228,0,0.42,0.657,0
2396.71,14,280,1,0.464,0.516,1
3556.38,0,161,1,0.326,0.499,0
6279.1,12,54,0,0.109,0.822,1
2881.57,18,29,0,0.233,0.543,0
1084.52,18,629,0,0.627,0.549,1
3482.0,6,59,1,0.382,0.73,0
6317.2,16,59,3,0.224,0.901,1
6717.02,5,486,0,0.328,0.931,0
1304.32,0,479,0,0.43,0.929,0
5482.81,11,131,1,0.532,0.816,0
2748.01,12,1137,1,0.126,0.654,0
8735.92,13,39,0,0.205,0.918,1
1107.01,13,117,0,0.282,0.903,0
5410.86,11,34,0,0.416,0.52,0
2515.75,11,121,1,0.394,0.745,1
2038.06,6,1063,0,0.397,0.456,0
6472.45,3,84,0,0.386,0.569,0
7175.07,16,119,0,0.272,0.67,0
409.7,7,845,0,0.274,0.852,0
6551.7,13,45,0,0.351,0.541,0
3159.71,9,234,0,0.119,0.835,0
3408.18,21,164,0,0.466,0.78,0
1047.83,4,371,1,0.372,0.897,0
5161.97,15,136,0,0.569,0.5,1
13659.34,5,148,0,0.438,0.8,0
2145.63,15,104,0,0.066,0.591,1
7639.83,23,241,0,0.207,0.873,0
3313.52,21,214,1,0.423,0.436,0
2218.4,17,346,0,0.449,0.475,0
854.44,14,119,0,0.059,0.681,0
8374.18,5,51,1,0.25,0.784,1
3628.58,8,107,0,0.077,0.744,1
2314.82,16,433,0,0.595,0.625,1
2642.37,15,227,0,0.203,0.94,0
5454.42,1,336,2,0.19,0.422,0
2311.7,2,209,0,0.079,0.811,0
1468.67,4,335,0,0.08,0.609,0
3048.38,21,151,1,0.298,0.699,0
2975.99,15,21,0,0.041,0.943,0
2925.01,18,146,1,0.384,0.641,0
2337.1,7,1071,0,0.709,0.872,0
7817.62,21,19,0,0.467,0.903,0
16896.01,14,467,1,0.313,0.83,0
1307.37,12,92,0,0.053,0.769,0
332.32,15,19,0,0.54,0.852,0
2762.01,0,153,0,0.291,0.659,0
388.0,18,629,0,0.132,0.654,0
767.49,3,155,0,0.259,0.778,0
2177.27,6,112,0,0.481,0.873,0
5426.86,17,4,0,0.444,0.796,0
2736.89,3,872,1,0.108,0.675,0
222.69,2,49,0,0.211,0.927,1
2708.46,13,750,1,0.257,0.581,1
2871.43,6,61,1,0.194,0.549,1
2909.43,6,114,0,0.493,0.294,0
7050.11,19,9,1,0.303,0.701,0
6264.65,17,139,0,0.436,0.789,1
3523.39,6,6,0,0.358,0.688,0
11969.62,7,276,1,0.197,0.903,0
2172.26,22,173,1,0.125,0.747,0
3017.22,19,21,0,0.597,0.703,0
3270.73,6,179,0,0.146,0.172,0
844.58,19,300,0,0.3,0.929,1
3323.52,5,116,0,0.297,0.861,0
682.6,21,44,0,0.435,0.773,0
1894.87,8,374,0,0.276,0.556,0
3644.18,19,50,0,0.153,0.723,1
993.87,22,161,0,0.232,0.957,0
4260.4,22,79,0,0.096,0.863,0
1642.36,8,73,4,0.374,0.645,0
2475.5,6,40,0,0.127,0.954,0
4812.24,1,202,0,0.166,0.431,1
3125.43,21,407,1,0.308,0.787,0
4188.85,23,3,0,0.14,0.845,0
4601.72,14,76,0,0.335,0.561,0
3085.89,17,344,0,0.357,0.787,0
4366.01,7,227,1,0.085,0.924,0
